question,answer,cosine_same_anchor,cosine_wrong_modality_anchor,margin_same_minus_wrong,top1_same_index,top1_combined_domain,top1_combined_index
Is the acoustic_guitar in the video always playing?,yes,-0.002780967392027378,-0.002806912874802947,2.5945482775568962e-05,474,wrong,986
How many instruments are sounding in the video?,two,-0.0032546131405979395,-0.0035519558005034924,0.00029734265990555286,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.001308057690039277,-0.0010680390987545252,-0.0002400185912847519,74,wrong,586
Is the accordion in the video always playing?,no,-0.005571025889366865,-0.00548330694437027,-8.771894499659538e-05,474,wrong,986
How many types of musical instruments sound in the video?,one,-0.0008588585769757628,-0.0007324486505240202,-0.00012640992645174265,474,wrong,986
Is the drum in the video always playing?,yes,-0.010374386794865131,-0.01074028480798006,0.0003658980131149292,474,wrong,986
How many instruments are sounding in the video?,two,-0.002439446747303009,-0.0028579430654644966,0.0004184963181614876,474,wrong,586
Is the guzheng in the video always playing?,yes,-0.005246635526418686,-0.005417433567345142,0.00017079804092645645,474,wrong,986
Is the flute in the video always playing?,yes,-0.006466013379395008,-0.006630790885537863,0.0001647775061428547,474,wrong,986
Is the flute in the video always playing?,no,-0.006596442312002182,-0.006408817134797573,-0.00018762517720460892,474,wrong,986
How many instruments are sounding in the video?,two,-7.062847726047039e-05,-0.0006981277838349342,0.0006274993065744638,474,wrong,986
How many instruments are sounding in the video?,four,-0.0006533688865602016,-0.0009509238880127668,0.0002975550014525652,74,wrong,586
How many instruments are sounding in the video?,two,-0.00015187496319413185,-0.0004809759557247162,0.00032910099253058434,474,wrong,986
How many types of musical instruments sound in the video?,three,-5.225837230682373e-05,-0.0001654583029448986,0.00011319993063807487,474,wrong,986
How many instruments are sounding in the video?,one,-0.00697059091180563,-0.007544851861894131,0.000574260950088501,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0015501526650041342,-0.0012551364488899708,-0.0002950162161141634,74,wrong,586
How many instruments are sounding in the video?,two,-0.005461693741381168,-0.005774877034127712,0.0003131832927465439,474,wrong,986
Is the xylophone in the video always playing?,yes,-0.007848810404539108,-0.008134322240948677,0.0002855118364095688,474,wrong,586
How many instruments are sounding in the video?,two,-0.003803756320849061,-0.0043236976489424706,0.0005199413280934095,474,wrong,986
Is the drum in the video always playing?,no,-0.005712585058063269,-0.005436648614704609,-0.00027593644335865974,474,wrong,986
How many instruments are sounding in the video?,two,-0.0009526205249130726,-0.0014808138366788626,0.00052819331176579,474,wrong,986
Is the tuba in the video always playing?,yes,-0.0004673604853451252,-0.0005428656004369259,7.550511509180069e-05,74,wrong,586
How many instruments are sounding in the video?,one,-0.005607619881629944,-0.006014569662511349,0.0004069497808814049,474,wrong,986
Is the guzheng in the video always playing?,yes,-0.002172592794522643,-0.001928650657646358,-0.00024394213687628508,74,wrong,586
How many types of musical instruments sound in the video?,two,-0.002735093468800187,-0.0024242373183369637,-0.00031085615046322346,474,wrong,986
How many instruments are sounding in the video?,two,-0.001579128671437502,-0.0019121307414025068,0.0003330020699650049,474,wrong,986
How many instruments are sounding in the video?,two,-0.005370273720473051,-0.0059670512564480305,0.0005967775359749794,474,wrong,986
Is the trumpet in the video always playing?,yes,-0.0010531223379075527,-0.0009228014387190342,-0.00013032089918851852,474,wrong,586
How many instruments are sounding in the video?,three,-0.0031505166552960873,-0.0035088080912828445,0.0003582914359867573,74,wrong,586
How many types of musical instruments sound in the video?,two,5.4587144404649734e-05,4.5262277126312256e-05,9.324867278337479e-06,474,wrong,986
How many types of musical instruments sound in the video?,one,-0.0010293785016983747,-0.0008674701675772667,-0.00016190833412110806,74,wrong,586
Is there a voiceover?,no,-0.010453162714838982,-0.01034785620868206,-0.00010530650615692139,474,wrong,986
How many instruments are sounding in the video?,three,-0.0017404131358489394,-0.0022076484747231007,0.00046723533887416124,474,wrong,986
How many instruments are sounding in the video?,three,-0.003197719343006611,-0.004032248631119728,0.0008345292881131172,474,wrong,986
How many instruments are sounding in the video?,two,-0.001343423267826438,-0.0016068299300968647,0.00026340666227042675,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0028572333976626396,-0.0027687596157193184,-8.847378194332123e-05,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0013433042913675308,-0.0010739801218733191,-0.0002693241694942117,74,wrong,586
How many types of musical instruments sound in the video?,one,0.0016576754860579967,0.0014160946011543274,0.00024158088490366936,474,wrong,586
How many instruments are sounding in the video?,one,-0.0019375889096409082,-0.0025086267851293087,0.0005710378754884005,427,wrong,939
How many types of musical instruments sound in the video?,three,-0.002666348358616233,-0.0030595376156270504,0.00039318925701081753,474,wrong,986
How many types of musical instruments sound in the video?,one,-0.00012509594671428204,-5.25033101439476e-05,-7.259263657033443e-05,474,wrong,986
How many types of musical instruments sound in the video?,one,-0.0017053303308784962,-0.001874311245046556,0.00016898091416805983,474,wrong,986
Is the saxophone in the video always playing?,yes,-0.0059153917245566845,-0.0057029398158192635,-0.00021245190873742104,474,wrong,986
How many instruments are sounding in the video?,one,-0.006697656121104956,-0.0071999928914010525,0.0005023367702960968,474,wrong,986
How many instruments are sounding in the video?,two,-0.0004432236310094595,-0.0007774475961923599,0.00033422396518290043,74,wrong,586
How many instruments are sounding in the video?,one,-0.00422646664083004,-0.004755779635161161,0.0005293129943311214,474,wrong,986
How many instruments are sounding in the video?,three,0.00022008386440575123,-0.0003861449658870697,0.0006062288302928209,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.000498797744512558,-0.00031295977532863617,-0.00018583796918392181,474,wrong,986
How many instruments are sounding in the video?,two,-0.0005264065694063902,-0.0006961775943636894,0.00016977102495729923,74,wrong,586
How many types of musical instruments sound in the video?,two,-0.0025644139386713505,-0.0024017421528697014,-0.0001626717858016491,74,wrong,586
How many instruments are sounding in the video?,two,0.00043859938159585,0.00020220736041665077,0.00023639202117919922,74,wrong,586
How many instruments are sounding in the video?,two,0.0020602273289114237,0.001598098548129201,0.00046212878078222275,474,wrong,986
How many instruments are sounding in the video?,two,-0.0013542422093451023,-0.0019173771142959595,0.0005631349049508572,474,wrong,586
How many types of musical instruments sound in the video?,three,-0.0008378445636481047,-0.0008821198716759682,4.42753080278635e-05,474,wrong,986
How many instruments are sounding in the video?,two,-0.0025183861143887043,-0.003186888759955764,0.0006685026455670595,74,wrong,586
How many instruments are sounding in the video?,two,-0.0016323962481692433,-0.002221684902906418,0.0005892886547371745,474,wrong,986
How many sounding erhu in the video？,two,-0.0007914025336503983,-0.00025059585459530354,-0.0005408066790550947,474,wrong,586
How many instruments are sounding in the video?,three,0.00017877318896353245,-0.0004038047045469284,0.0005825778935104609,474,wrong,986
How many sounding banjo in the video？,one,0.00016625493299216032,0.0004235922824591398,-0.0002573373494669795,474,wrong,986
How many instruments are sounding in the video?,two,-0.0020647679921239614,-0.0024506524205207825,0.000385884428396821,74,wrong,586
Is the pipa in the video always playing?,yes,-0.0034033681731671095,-0.0034013015683740377,-2.066604793071747e-06,474,wrong,586
How many instruments are sounding in the video?,two,-0.001288857776671648,-0.0017743590287864208,0.0004855012521147728,474,wrong,986
Is the drum in the video always playing?,yes,-0.0016610126476734877,-0.0017391849542036653,7.81723065301776e-05,474,wrong,986
Is this sound from the instrument in the video?,yes,-0.002582766115665436,-0.0023056743666529655,-0.00027709174901247025,474,wrong,586
Is this sound from the instrument in the video?,yes,-0.007226365152746439,-0.007137495093047619,-8.887005969882011e-05,474,wrong,986
Is there a voiceover?,yes,-0.005543314386159182,-0.005352281499654055,-0.00019103288650512695,474,wrong,986
How many instruments are sounding in the video?,two,-0.0018872942309826612,-0.0023960962425917387,0.0005088020116090775,474,wrong,586
How many instruments are sounding in the video?,two,-0.001729579409584403,-0.002202715026214719,0.0004731356166303158,474,wrong,986
Is this sound from the instrument in the video?,no,-0.00781633984297514,-0.007865234278142452,4.889443516731262e-05,474,wrong,986
Is the violin in the video always playing?,yes,-0.003699191380292177,-0.0037207098212093115,2.1518440917134285e-05,474,wrong,586
How many instruments are sounding in the video?,two,-0.0005466730799525976,-0.0011194346006959677,0.0005727615207433701,474,wrong,586
Is this sound from the instrument in the video?,yes,0.00019920850172638893,0.0002166589256376028,-1.7450423911213875e-05,474,wrong,939
How many instruments are sounding in the video?,two,-0.0005948087200522423,-0.001119264168664813,0.0005244554486125708,427,wrong,939
How many instruments are sounding in the video?,two,-0.002182294614613056,-0.002787387929856777,0.000605093315243721,74,wrong,586
Is the piano in the video always playing?,yes,-0.003974286373704672,-0.003988694399595261,1.440802589058876e-05,474,wrong,986
How many instruments are sounding in the video?,two,-0.0033075124956667423,-0.003583515528589487,0.00027600303292274475,74,wrong,586
How many instruments are sounding in the video?,two,-0.0012959176674485207,-0.0018113901605829597,0.000515472493134439,474,wrong,986
Is the guzheng in the video always playing?,yes,-0.003612476633861661,-0.003687744028866291,7.526739500463009e-05,474,wrong,986
Is the violin in the video always playing?,yes,-0.00417959364131093,-0.004047008231282234,-0.00013258541002869606,474,wrong,586
Is this sound from the instrument in the video?,yes,-0.004374906420707703,-0.00426987512037158,-0.00010503130033612251,474,wrong,986
How many types of musical instruments sound in the video?,three,-0.0018191435374319553,-0.002057424746453762,0.00023828120902180672,474,wrong,986
How many instruments are sounding in the video?,three,-0.0007035003509372473,-0.0011496245861053467,0.0004461242351680994,474,wrong,586
Is this sound from the instrument in the video?,yes,-0.0034074424766004086,-0.0032659319695085287,-0.00014151050709187984,474,wrong,586
How many instruments are sounding in the video?,two,-0.0022302591241896152,-0.002766566351056099,0.0005363072268664837,474,wrong,986
How many instruments are sounding in the video?,two,0.003722500056028366,0.0031481152400374413,0.0005743848159909248,474,wrong,986
How many sounding erhu in the video？,two,0.0016235467046499252,0.002001090906560421,-0.00037754420191049576,474,wrong,586
How many instruments are sounding in the video?,more than ten,-0.0029063313268125057,-0.0030747547280043364,0.00016842340119183064,474,wrong,986
How many sounding xylophone in the video？,one,-0.006781268864870071,-0.006656967103481293,-0.0001243017613887787,474,wrong,986
Is the erhu in the video always playing?,yes,-0.00551156559959054,-0.005478839389979839,-3.272620961070061e-05,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.004662616178393364,-0.004491106141358614,-0.00017151003703474998,74,wrong,586
How many sounding violin in the video？,two,0.0007374127162620425,0.0013223469723016024,-0.0005849342560395598,474,wrong,586
How many instruments are sounding in the video?,three,-0.004117008298635483,-0.004515253007411957,0.000398244708776474,74,wrong,586
How many sounding bassoon in the video？,one,0.0021862711291760206,0.00267731468193233,-0.0004910435527563095,74,wrong,586
How many types of musical instruments sound in the video?,two,-0.0013147102436050773,-0.0011447713477537036,-0.00016993889585137367,474,wrong,986
How many types of musical instruments sound in the video?,three,0.0011581580620259047,0.0010418531019240618,0.00011630496010184288,474,wrong,986
How many instruments are sounding in the video?,two,-0.001185994828119874,-0.0017305177170783281,0.0005445228889584541,474,wrong,986
How many sounding saxophone in the video？,two,0.00010857195593416691,0.0007554283365607262,-0.0006468563806265593,474,wrong,986
How many sounding violin in the video？,two,0.00045706063974648714,0.0007555171614512801,-0.000298456521704793,474,wrong,986
How many types of musical instruments sound in the video?,two,0.00014775455929338932,0.00028983596712350845,-0.00014208140783011913,474,wrong,986
Is the bassoon in the video always playing?,yes,-0.005400227848440409,-0.005406857468187809,6.629619747400284e-06,474,wrong,986
How many sounding saxophone in the video？,one,-0.002875693840906024,-0.002480784896761179,-0.000394908944144845,474,wrong,986
Is the violin in the video always playing?,yes,-0.008489347994327545,-0.008616947568953037,0.0001275995746254921,474,wrong,986
How many sounding pipa in the video？,one,0.0009795466903597116,0.0015086503699421883,-0.0005291036795824766,74,wrong,586
Is the ukulele in the video always playing?,yes,-0.009318636730313301,-0.009158341214060783,-0.0001602955162525177,474,wrong,586
Are there violin and pipa sound?,no,-0.0017830426804721355,-0.0016113676829263568,-0.00017167499754577875,427,wrong,939
How many types of musical instruments sound in the video?,two,0.002276667160913348,0.0023545061703771353,-7.783900946378708e-05,474,wrong,986
How many sounding tuba in the video？,one,0.004638461396098137,0.004933676216751337,-0.00029521482065320015,474,wrong,939
Is the bagpipe in the video always playing?,yes,-0.005836294032633305,-0.005989343859255314,0.00015304982662200928,474,wrong,986
How many types of musical instruments sound in the video?,two,0.0004677081014961004,0.0005314764566719532,-6.376835517585278e-05,474,wrong,986
How many sounding ukulele in the video？,one,0.0013505073729902506,0.001864629564806819,-0.0005141221918165684,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.00587455416098237,-0.005962527357041836,8.797319605946541e-05,474,wrong,986
How many instruments are sounding in the video?,three,-0.003346090903505683,-0.0037972046993672848,0.00045111379586160183,74,wrong,586
How many types of musical instruments sound in the video?,two,0.0007192541379481554,0.0009018175769597292,-0.0001825634390115738,474,wrong,586
How many instruments are sounding in the video?,two,-0.00321961659938097,-0.0035662695299834013,0.0003466529306024313,74,wrong,586
How many types of musical instruments sound in the video?,three,-0.00018467684276401997,-0.0002121240831911564,2.744724042713642e-05,74,wrong,586
Is the saxophone in the video always playing?,no,-0.009465759620070457,-0.009229361079633236,-0.00023639854043722153,474,wrong,986
How many types of musical instruments sound in the video?,two,0.0008475254289805889,0.0009101361501961946,-6.261072121560574e-05,74,wrong,586
How many sounding trumpet in the video？,two,0.006022808142006397,0.006653387565165758,-0.0006305794231593609,474,wrong,986
Is the drum in the video always playing?,yes,-0.009911712259054184,-0.010237942449748516,0.0003262301906943321,427,wrong,939
How many sounding accordion in the video？,one,0.0024961763992905617,0.0029489388689398766,-0.0004527624696493149,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0015549729578197002,-0.0012933369725942612,-0.00026163598522543907,474,wrong,986
How many sounding accordion in the video？,one,0.0017381217330694199,0.002138229086995125,-0.00040010735392570496,474,wrong,986
How many instruments are sounding in the video?,two,0.0004984913393855095,-0.00028356583788990974,0.0007820571772754192,474,wrong,986
How many instruments are sounding in the video?,two,-0.0007391995750367641,-0.001252979738637805,0.0005137801636010408,474,wrong,986
How many instruments are sounding in the video?,two,-0.0006845276802778244,-0.0012466518674045801,0.0005621241871267557,474,wrong,586
How many instruments are sounding in the video?,two,-0.00194445694796741,-0.0024172328412532806,0.00047277589328587055,474,wrong,986
How many types of musical instruments sound in the video?,two,0.00010891654528677464,0.00014701765030622482,-3.810110501945019e-05,474,wrong,986
How many instruments are sounding in the video?,two,-0.0012496961280703545,-0.0014950879849493504,0.0002453918568789959,74,wrong,586
How many instruments are sounding in the video?,two,-0.001921381801366806,-0.002468897495418787,0.000547515694051981,474,wrong,986
How many instruments are sounding in the video?,three,-0.0016476567834615707,-0.0020973673090338707,0.00044971052557229996,474,wrong,986
How many sounding violin in the video？,two,-0.0011390114668756723,-0.0005658540176227689,-0.0005731574492529035,474,wrong,586
How many types of musical instruments sound in the video?,two,-0.0015476658008992672,-0.0012965211644768715,-0.0002511446364223957,474,wrong,986
How many sounding flute in the video？,one,0.0025359061546623707,0.0028360113501548767,-0.00030010519549250603,474,wrong,986
Which is the musical instrument that sounds at the same time as the violin?,banjo,-0.0025850855745375156,-0.0017238730797544122,-0.0008612124947831035,74,wrong,586
How many instruments are sounding in the video?,two,0.0012908454518765211,0.0009599390905350447,0.00033090636134147644,474,wrong,586
How many instruments are sounding in the video?,two,0.0018909124191850424,0.0012611672282218933,0.0006297451909631491,474,wrong,986
How many types of musical instruments sound in the video?,two,0.0019195815548300743,0.0018501351587474346,6.94463960826397e-05,474,wrong,586
How many instruments are sounding in the video?,two,-0.0018872260116040707,-0.0022480690386146307,0.00036084302701056004,474,wrong,986
What is the second instrument that comes in?,trumpet,-0.0022775153629481792,-0.0016865725629031658,-0.0005909428000450134,474,wrong,986
How many instruments are sounding in the video?,three,-0.00337156536988914,-0.0041184937581419945,0.0007469283882528543,474,wrong,986
Is there a drum sound?,yes,-0.005148360040038824,-0.005200069863349199,5.1709823310375214e-05,474,wrong,986
How many sounding drum in the video？,two,-0.00423329696059227,-0.003845284227281809,-0.00038801273331046104,474,wrong,986
How many instruments are sounding in the video?,two,-0.00045585865154862404,-0.0009957323782145977,0.0005398737266659737,474,wrong,986
How many sounding flute in the video？,three,0.002396783558651805,0.0027887264732271433,-0.00039194291457533836,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0001313844695687294,5.460414104163647e-05,-0.00018598861061036587,474,wrong,986
How many instruments are sounding in the video?,two,-0.003469476941972971,-0.0038225234020501375,0.00035304646007716656,474,wrong,986
How many instruments are sounding in the video?,two,-0.003347726073116064,-0.0038458281196653843,0.0004981020465493202,474,wrong,986
Is the instrument on the middle louder than the instrument on the right?,yes,-0.005805527791380882,-0.005416641011834145,-0.00038888677954673767,474,wrong,986
How many types of musical instruments sound in the video?,two,0.002188855316489935,0.0021639131009578705,2.4942215532064438e-05,474,wrong,986
Is the flute in the video always playing?,no,-0.005077218636870384,-0.005297558382153511,0.00022033974528312683,474,wrong,986
Is there a bassoon in the entire video?,yes,-0.008418524637818336,-0.008416753262281418,-1.7713755369186401e-06,474,wrong,986
How many instruments are sounding in the video?,two,-0.004529986996203661,-0.004957273602485657,0.0004272866062819958,74,wrong,586
How many instruments are sounding in the video?,two,-0.0016349549405276775,-0.0021653040312230587,0.0005303490906953812,474,wrong,986
How many instruments are sounding in the video?,three,-0.0003368128091096878,-0.0010425213258713484,0.0007057085167616606,474,wrong,986
How many instruments are sounding in the video?,two,-0.0006996027659624815,-0.0011569119524210691,0.00045730918645858765,74,wrong,586
How many instruments are sounding in the video?,four,0.0011519137769937515,0.0009230105206370354,0.00022890325635671616,74,wrong,586
Is this sound from the instrument in the video?,yes,-0.011785730719566345,-0.011531436815857887,-0.00025429390370845795,474,wrong,986
Is the bagpipe in the video always playing?,yes,-0.004601309075951576,-0.00482114078477025,0.0002198317088186741,474,wrong,986
Is there a banjo sound?,yes,-0.008809022605419159,-0.0088609978556633,5.1975250244140625e-05,474,wrong,986
Is there a cello in the entire video?,yes,-0.0031477489974349737,-0.0028141415677964687,-0.000333607429638505,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0016921116039156914,-0.001647160854190588,-4.495074972510338e-05,474,wrong,986
How many instruments are sounding in the video?,two,0.0003911317326128483,9.06679779291153e-05,0.000300463754683733,74,wrong,586
Is the instrument on the left more rhythmic than the instrument on the right?,yes,-0.006735649891197681,-0.006070564966648817,-0.0006650849245488644,74,wrong,586
How many instruments are sounding in the video?,two,-0.002066599205136299,-0.0024726358242332935,0.0004060366190969944,74,wrong,586
Is the instrument on the right louder than the instrument on the left?,no,-0.0061609819531440735,-0.0059022558853030205,-0.000258726067841053,474,wrong,586
How many instruments are sounding in the video?,two,-0.000988782150670886,-0.001310102641582489,0.000321320490911603,74,wrong,586
How many types of musical instruments sound in the video?,one,-0.0027919942513108253,-0.0029370051342993975,0.00014501088298857212,474,wrong,986
Is there a voiceover?,no,-0.006175391376018524,-0.006308568175882101,0.0001331767998635769,74,wrong,586
How many types of musical instruments sound in the video?,one,-0.004185660742223263,-0.004494279623031616,0.0003086188808083534,474,wrong,986
Is the accordion in the video always playing?,yes,-0.004461594857275486,-0.004391668830066919,-6.992602720856667e-05,474,wrong,586
How many instruments are sounding in the video?,two,-0.006609212141484022,-0.006942905019968748,0.00033369287848472595,474,wrong,986
How many instruments are sounding in the video?,one,-0.004416382871568203,-0.004976953845471144,0.0005605709739029408,474,wrong,986
How many instruments are sounding in the video?,two,-0.0055373553186655045,-0.005854962393641472,0.0003176070749759674,474,wrong,986
How many instruments are sounding in the video?,four,-0.0034640443045645952,-0.0037767449393868446,0.0003127006348222494,74,wrong,586
What is the second instrument that comes in?,flute,-0.004447639919817448,-0.004095552489161491,-0.00035208743065595627,474,wrong,986
How many sounding violin in the video？,seven,-0.0009463105816394091,-0.00037854001857340336,-0.0005677705630660057,74,wrong,586
Is the pipa more rhythmic than the erhu?,no,-0.00138996506575495,-0.0007389567326754332,-0.0006510083330795169,474,wrong,586
How many instruments are sounding in the video?,two,-0.0007831205148249865,-0.0011791656725108624,0.0003960451576858759,74,wrong,586
How many instruments are sounding in the video?,two,-0.00248666456900537,-0.0027100183069705963,0.00022335373796522617,74,wrong,586
Is there a tuba in the entire video?,yes,-0.002934052376076579,-0.002527860226109624,-0.0004061921499669552,474,wrong,586
How many types of musical instruments sound in the video?,one,0.0004313359968364239,0.00032169464975595474,0.00010964134708046913,74,wrong,586
How many instruments are sounding in the video?,two,-0.003963419236242771,-0.00446055643260479,0.0004971371963620186,474,wrong,986
Is the electric_bass in the video always playing?,yes,-0.005650217179208994,-0.0057662175968289375,0.00011600041761994362,474,wrong,986
Is the piano in the video always playing?,yes,-0.003857456147670746,-0.0039975568652153015,0.00014010071754455566,474,wrong,986
Is the trumpet in the video always playing?,yes,-0.005331734661012888,-0.005486822687089443,0.00015508802607655525,474,wrong,986
How many types of musical instruments sound in the video?,one,0.00038203131407499313,0.00031324010342359543,6.87912106513977e-05,74,wrong,586
How many types of musical instruments sound in the video?,one,3.353343345224857e-05,0.00014100130647420883,-0.00010746787302196026,474,wrong,986
How many instruments are sounding in the video?,two,-0.0009938464500010014,-0.001246374798938632,0.00025252834893763065,74,wrong,586
Is there a flute in the entire video?,yes,-0.004169045481830835,-0.0042680795304477215,9.903404861688614e-05,474,wrong,986
How many instruments are sounding in the video?,two,-0.006938694976270199,-0.0072480496019124985,0.00030935462564229965,74,wrong,586
How many instruments are sounding in the video?,four,-0.0003867258783429861,-0.0010060893837362528,0.0006193635053932667,474,wrong,586
Is there a ukulele in the entire video?,no,-0.005762073677033186,-0.005536947399377823,-0.00022512627765536308,474,wrong,986
How many instruments are sounding in the video?,two,-0.002657487988471985,-0.0028701326809823513,0.00021264469251036644,74,wrong,586
How many instruments are sounding in the video?,two,-0.0009316562209278345,-0.0011575543321669102,0.00022589811123907566,474,wrong,986
How many sounding flute in the video？,two,0.0006879412103444338,0.0011558269616216421,-0.00046788575127720833,474,wrong,586
How many instruments are sounding in the video?,two,-0.004945599008351564,-0.00529547780752182,0.00034987879917025566,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0043629854917526245,-0.004138242453336716,-0.0002247430384159088,74,wrong,586
Are there accordion and clarinet instruments in the video?,yes,-0.0008709314279258251,-0.0006977645680308342,-0.00017316685989499092,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0017732973210513592,-0.0017121236305683851,-6.117369048297405e-05,474,wrong,986
How many instruments are sounding in the video?,two,-0.003067560261115432,-0.0032928683795034885,0.00022530811838805676,474,wrong,586
Is there a violin in the entire video?,yes,-0.004952555987983942,-0.00469102431088686,-0.00026153167709708214,474,wrong,986
How many instruments are sounding in the video?,two,-0.0013637794181704521,-0.0019599879160523415,0.0005962084978818893,474,wrong,986
How many sounding accordion in the video？,three,0.0031855814158916473,0.0039000287652015686,-0.0007144473493099213,74,wrong,586
Is the violin in the video always playing?,yes,-0.0073129888623952866,-0.007060441188514233,-0.0002525476738810539,74,wrong,586
How many instruments are sounding in the video?,four,-0.004469155799597502,-0.004842126276344061,0.00037297047674655914,474,wrong,986
Where is the performance?,indoor,-0.008952604606747627,-0.008282698690891266,-0.0006699059158563614,474,wrong,986
How many instruments are sounding in the video?,two,-0.004326088819652796,-0.004702514037489891,0.00037642521783709526,74,wrong,586
Is there a trumpet in the entire video?,no,-0.004535512533038855,-0.004615754820406437,8.024228736758232e-05,474,wrong,986
Where is the performance?,outdoor,-0.008129404857754707,-0.008213000372052193,8.359551429748535e-05,474,wrong,986
Is the piano in the video always playing?,yes,-0.004892168566584587,-0.005034083966165781,0.00014191539958119392,474,wrong,986
How many types of musical instruments sound in the video?,two,0.0006015175022184849,0.0008521790150552988,-0.0002506615128368139,74,wrong,586
How many sounding piano in the video？,one,-0.0033898784313350916,-0.0029414023738354445,-0.00044847605749964714,74,wrong,586
How many sounding piano in the video？,one,0.0008810525760054588,0.0012456926051527262,-0.00036464002914726734,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.002676962409168482,-0.0024567744694650173,-0.0002201879397034645,74,wrong,586
How many types of musical instruments sound in the video?,three,-0.0022254225332289934,-0.002334676217287779,0.00010925368405878544,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.002822909038513899,-0.0028936786111444235,7.076957263052464e-05,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.002566512441262603,-0.002360014710575342,-0.00020649773068726063,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0021476680412888527,-0.0018518301658332348,-0.0002958378754556179,74,wrong,586
How many sounding flute in the video？,one,-0.0006411762442439795,-0.00021995441056787968,-0.0004212218336760998,474,wrong,986
How many types of musical instruments sound in the video?,two,0.0023740895558148623,0.0023167403414845467,5.734921433031559e-05,474,wrong,986
How many types of musical instruments sound in the video?,one,0.0002099971752613783,0.00016900384798645973,4.0993327274918556e-05,474,wrong,586
How many types of musical instruments sound in the video?,one,-0.003184765111654997,-0.0031571672298014164,-2.7597881853580475e-05,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0029611571226269007,-0.0029950574971735477,3.390037454664707e-05,474,wrong,986
How many types of musical instruments sound in the video?,one,-0.0013354273978620768,-0.0011362554505467415,-0.00019917194731533527,74,wrong,586
Is the xylophone in the video always playing?,yes,-0.009567072615027428,-0.009623447433114052,5.6374818086624146e-05,474,wrong,986
How many types of musical instruments sound in the video?,two,-0.0025767660699784756,-0.0023113107308745384,-0.00026545533910393715,474,wrong,586
What is the instrument on the right of piano?,cello,-0.006030275486409664,-0.005558961536735296,-0.0004713139496743679,474,wrong,986
How many types of musical instruments sound in the video?,one,-0.00048804376274347305,-0.0006035962142050266,0.00011555245146155357,474,wrong,586
Is there a banjo in the entire video?,yes,-0.003131851088255644,-0.0028818079736083746,-0.00025004311464726925,474,wrong,986
